"start","end","val","accn","fy","fp","form","filed","frame","desc","symbol"
NA,"2022-12-31",93900000,"0001193125-23-044711",2022,"FY","10-K","2023-02-22","CY2022Q4I","AccountsAndNotesReceivableNet","TER"
NA,"2022-12-31",139722000,"0001193125-23-044711",2022,"FY","10-K","2023-02-22","CY2022Q4I","AccountsPayableCurrent","TER"
NA,"2022-12-31",491145000,"0001193125-23-044711",2022,"FY","10-K","2023-02-22","CY2022Q4I","AccountsReceivableNetCurrent","TER"
NA,"2022-12-31",65010000,"0001193125-23-044711",2022,"FY","10-K","2023-02-22","CY2022Q4I","AccruedIncomeTaxesCurrent","TER"
NA,"2022-12-31",59135000,"0001193125-23-044711",2022,"FY","10-K","2023-02-22","CY2022Q4I","AccruedIncomeTaxesNoncurrent","TER"
NA,"2022-12-31",905699000,"0001193125-23-044711",2022,"FY","10-K","2023-02-22","CY2022Q4I","AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment","TER"
NA,"2022-12-31",-49868000,"0001193125-23-044711",2022,"FY","10-K","2023-02-22","CY2022Q4I","AccumulatedOtherComprehensiveIncomeLossNetOfTax","TER"
NA,"2022-12-31",1755963000,"0001193125-23-044711",2022,"FY","10-K","2023-02-22","CY2022Q4I","AdditionalPaidInCapitalCommonStock","TER"
"2022-01-01","2022-12-31",19912000,"0001193125-23-044711",2022,"FY","10-K","2023-02-22","CY2022","AdjustmentForAmortization","TER"
"2022-01-01","2022-12-31",1512000,"0001193125-23-044711",2022,"FY","10-K","2023-02-22","CY2022","AdjustmentsToAdditionalPaidInCapitalEquityComponentOfConvertibleDebt","TER"
"2022-01-01","2022-12-31",48466000,"0001193125-23-044711",2022,"FY","10-K","2023-02-22","CY2022","AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue","TER"
"2022-01-01","2022-12-31",17300000,"0001193125-23-044711",2022,"FY","10-K","2023-02-22","CY2022","AdvertisingExpense","TER"
"2022-01-01","2022-12-31",48228000,"0001193125-23-044711",2022,"FY","10-K","2023-02-22","CY2022","AllocatedShareBasedCompensationExpense","TER"
"2022-01-01","2022-12-31",36735000,"0001193125-23-044711",2022,"FY","10-K","2023-02-22","CY2022","AllocatedShareBasedCompensationExpenseNetOfTax","TER"
NA,"2022-12-31",1955000,"0001193125-23-044711",2022,"FY","10-K","2023-02-22","CY2022Q4I","AllowanceForDoubtfulAccountsReceivableCurrent","TER"
"2022-01-01","2022-12-31",209000,"0001193125-23-044711",2022,"FY","10-K","2023-02-22","CY2022","AmortizationOfDebtDiscountPremium","TER"
"2022-01-01","2022-12-31",19333000,"0001193125-23-044711",2022,"FY","10-K","2023-02-22","CY2022","AmortizationOfIntangibleAssets","TER"
NA,"2022-12-31",3501252000,"0001193125-23-044711",2022,"FY","10-K","2023-02-22","CY2022Q4I","Assets","TER"
NA,"2022-12-31",2257915000,"0001193125-23-044711",2022,"FY","10-K","2023-02-22","CY2022Q4I","AssetsCurrent","TER"
NA,"2022-12-31",4782000,"0001193125-23-044711",2022,"FY","10-K","2023-02-22","CY2022Q4I","AvailableForSaleSecuritiesDebtMaturitiesAfterFiveThroughTenYearsAmortizedCost","TER"
NA,"2022-12-31",4232000,"0001193125-23-044711",2022,"FY","10-K","2023-02-22","CY2022Q4I","AvailableForSaleSecuritiesDebtMaturitiesAfterFiveThroughTenYearsFairValue","TER"
NA,"2022-12-31",33045000,"0001193125-23-044711",2022,"FY","10-K","2023-02-22","CY2022Q4I","AvailableForSaleSecuritiesDebtMaturitiesAfterOneThroughFiveYearsAmortizedCost","TER"
NA,"2022-12-31",31466000,"0001193125-23-044711",2022,"FY","10-K","2023-02-22","CY2022Q4I","AvailableForSaleSecuritiesDebtMaturitiesAfterOneThroughFiveYearsFairValue","TER"
NA,"2022-12-31",39065000,"0001193125-23-044711",2022,"FY","10-K","2023-02-22","CY2022Q4I","AvailableForSaleSecuritiesDebtMaturitiesAfterTenYearsAmortizedCost","TER"
NA,"2022-12-31",30981000,"0001193125-23-044711",2022,"FY","10-K","2023-02-22","CY2022Q4I","AvailableForSaleSecuritiesDebtMaturitiesAfterTenYearsFairValue","TER"
NA,"2022-12-31",106291000,"0001193125-23-044711",2022,"FY","10-K","2023-02-22","CY2022Q4I","AvailableForSaleSecuritiesDebtMaturitiesSingleMaturityDate","TER"
NA,"2022-12-31",116842000,"0001193125-23-044711",2022,"FY","10-K","2023-02-22","CY2022Q4I","AvailableForSaleSecuritiesDebtMaturitiesSingleMaturityDateAmortizedCostBasis","TER"
NA,"2022-12-31",39950000,"0001193125-23-044711",2022,"FY","10-K","2023-02-22","CY2022Q4I","AvailableForSaleSecuritiesDebtMaturitiesWithinOneYearAmortizedCost","TER"
NA,"2022-12-31",39612000,"0001193125-23-044711",2022,"FY","10-K","2023-02-22","CY2022Q4I","AvailableForSaleSecuritiesDebtMaturitiesWithinOneYearFairValue","TER"
NA,"2022-12-31",128991000,"0001193125-23-044711",2022,"FY","10-K","2023-02-22","CY2022Q4I","BuildingsAndImprovementsGross","TER"
"2022-01-01","2022-12-31",0,"0001193125-23-044711",2022,"FY","10-K","2023-02-22","CY2022","BusinessCombinationContingentConsiderationArrangementsChangeInAmountOfContingentConsiderationLiability1","TER"
"2022-01-01","2022-12-31",1826000,"0001193125-23-044711",2022,"FY","10-K","2023-02-22","CY2022","CapitalExpendituresIncurredButNotYetPaid","TER"
NA,"2022-12-31",854773000,"0001193125-23-044711",2022,"FY","10-K","2023-02-22","CY2022Q4I","CashAndCashEquivalentsAtCarryingValue","TER"
NA,"2022-12-31",854773000,"0001193125-23-044711",2022,"FY","10-K","2023-02-22","CY2022Q4I","CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents","TER"
"2022-01-01","2022-12-31",-267426000,"0001193125-23-044711",2022,"FY","10-K","2023-02-22","CY2022","CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect","TER"
"2022-01-01","2022-12-31",0.44,"0001193125-23-044711",2022,"FY","10-K","2023-02-22","CY2022","CommonStockDividendsPerShareCashPaid","TER"
NA,"2022-12-31",0.125,"0001193125-23-044711",2022,"FY","10-K","2023-02-22","CY2022Q4I","CommonStockParOrStatedValuePerShare","TER"
NA,"2022-12-31",1e+09,"0001193125-23-044711",2022,"FY","10-K","2023-02-22","CY2022Q4I","CommonStockSharesAuthorized","TER"
NA,"2022-12-31",155759000,"0001193125-23-044711",2022,"FY","10-K","2023-02-22","CY2022Q4I","CommonStockSharesIssued","TER"
NA,"2022-12-31",155759000,"0001193125-23-044711",2022,"FY","10-K","2023-02-22","CY2022Q4I","CommonStockSharesOutstanding","TER"
NA,"2022-12-31",19470000,"0001193125-23-044711",2022,"FY","10-K","2023-02-22","CY2022Q4I","CommonStockValue","TER"
"2022-01-01","2022-12-31",671581000,"0001193125-23-044711",2022,"FY","10-K","2023-02-22","CY2022","ComprehensiveIncomeNetOfTax","TER"
NA,"2022-12-31",22470000,"0001193125-23-044711",2022,"FY","10-K","2023-02-22","CY2022Q4I","ConstructionInProgressGross","TER"
"2022-01-01","2022-12-31",112400000,"0001193125-23-044711",2022,"FY","10-K","2023-02-22","CY2022","ContractWithCustomerLiabilityRevenueRecognized","TER"
NA,"2022-12-31",50115000,"0001193125-23-044711",2022,"FY","10-K","2023-02-22","CY2022Q4I","ConvertibleDebt","TER"
NA,"2022-12-31",50115000,"0001193125-23-044711",2022,"FY","10-K","2023-02-22","CY2022Q4I","ConvertibleDebtCurrent","TER"
NA,"2022-12-31",0,"0001193125-23-044711",2022,"FY","10-K","2023-02-22","CY2022Q4I","ConvertibleDebtNoncurrent","TER"
"2022-01-01","2022-12-31",1287894000,"0001193125-23-044711",2022,"FY","10-K","2023-02-22","CY2022","CostOfGoodsAndServicesSold","TER"
"2022-01-01","2022-12-31",86692000,"0001193125-23-044711",2022,"FY","10-K","2023-02-22","CY2022","CurrentFederalTaxExpenseBenefit","TER"
"2022-01-01","2022-12-31",74204000,"0001193125-23-044711",2022,"FY","10-K","2023-02-22","CY2022","CurrentForeignTaxExpenseBenefit","TER"
"2022-01-01","2022-12-31",163577000,"0001193125-23-044711",2022,"FY","10-K","2023-02-22","CY2022","CurrentIncomeTaxExpenseBenefit","TER"
"2022-01-01","2022-12-31",2681000,"0001193125-23-044711",2022,"FY","10-K","2023-02-22","CY2022","CurrentStateAndLocalTaxExpenseBenefit","TER"
"2022-01-01","2022-12-31",66800000,"0001193125-23-044711",2022,"FY","10-K","2023-02-22","CY2022","DebtConversionOriginalDebtAmount1","TER"
NA,"2022-12-31",33400000,"0001193125-23-044711",2022,"FY","10-K","2023-02-22","CY2022Q4I","DebtSecuritiesAvailableForSaleContinuousUnrealizedLossPosition12MonthsOrLongerAccumulatedLoss","TER"
NA,"2022-12-31",66300000,"0001193125-23-044711",2022,"FY","10-K","2023-02-22","CY2022Q4I","DebtSecuritiesAvailableForSaleContinuousUnrealizedLossPositionLessThan12MonthsAccumulatedLoss","TER"
"2022-01-01","2022-12-31",-36739000,"0001193125-23-044711",2022,"FY","10-K","2023-02-22","CY2022","DeferredFederalIncomeTaxExpenseBenefit","TER"
"2022-01-01","2022-12-31",1232000,"0001193125-23-044711",2022,"FY","10-K","2023-02-22","CY2022","DeferredForeignIncomeTaxExpenseBenefit","TER"
NA,"2022-12-31",142784000,"0001193125-23-044711",2022,"FY","10-K","2023-02-22","CY2022Q4I","DeferredIncomeTaxAssetsNet","TER"
"2022-01-01","2022-12-31",-38693000,"0001193125-23-044711",2022,"FY","10-K","2023-02-22","CY2022","DeferredIncomeTaxExpenseBenefit","TER"
NA,"2022-12-31",40899000,"0001193125-23-044711",2022,"FY","10-K","2023-02-22","CY2022Q4I","DeferredIncomeTaxLiabilities","TER"
NA,"2022-12-31",45131000,"0001193125-23-044711",2022,"FY","10-K","2023-02-22","CY2022Q4I","DeferredRevenueNoncurrent","TER"
"2022-01-01","2022-12-31",-3186000,"0001193125-23-044711",2022,"FY","10-K","2023-02-22","CY2022","DeferredStateAndLocalIncomeTaxExpenseBenefit","TER"
NA,"2022-12-31",3267000,"0001193125-23-044711",2022,"FY","10-K","2023-02-22","CY2022Q4I","DeferredTaxAndOtherLiabilitiesNoncurrent","TER"
NA,"2022-12-31",14909000,"0001193125-23-044711",2022,"FY","10-K","2023-02-22","CY2022Q4I","DeferredTaxAssetsDeferredIncome","TER"
NA,"2022-12-31",284223000,"0001193125-23-044711",2022,"FY","10-K","2023-02-22","CY2022Q4I","DeferredTaxAssetsGross","TER"
NA,"2022-12-31",47760000,"0001193125-23-044711",2022,"FY","10-K","2023-02-22","CY2022Q4I","DeferredTaxAssetsInProcessResearchAndDevelopment","TER"
NA,"2022-12-31",22554000,"0001193125-23-044711",2022,"FY","10-K","2023-02-22","CY2022Q4I","DeferredTaxAssetsInventory","TER"
NA,"2022-12-31",2283000,"0001193125-23-044711",2022,"FY","10-K","2023-02-22","CY2022Q4I","DeferredTaxAssetsInvestments","TER"
NA,"2022-12-31",139517000,"0001193125-23-044711",2022,"FY","10-K","2023-02-22","CY2022Q4I","DeferredTaxAssetsLiabilitiesNet","TER"
NA,"2022-12-31",180416000,"0001193125-23-044711",2022,"FY","10-K","2023-02-22","CY2022Q4I","DeferredTaxAssetsNet","TER"
NA,"2022-12-31",1857000,"0001193125-23-044711",2022,"FY","10-K","2023-02-22","CY2022Q4I","DeferredTaxAssetsOperatingLossCarryforwards","TER"
NA,"2022-12-31",628000,"0001193125-23-044711",2022,"FY","10-K","2023-02-22","CY2022Q4I","DeferredTaxAssetsOperatingLossCarryforwardsDomestic","TER"
NA,"2022-12-31",1229000,"0001193125-23-044711",2022,"FY","10-K","2023-02-22","CY2022Q4I","DeferredTaxAssetsOperatingLossCarryforwardsForeign","TER"
NA,"2022-12-31",2520000,"0001193125-23-044711",2022,"FY","10-K","2023-02-22","CY2022Q4I","DeferredTaxAssetsOther","TER"
NA,"2022-12-31",105503000,"0001193125-23-044711",2022,"FY","10-K","2023-02-22","CY2022Q4I","DeferredTaxAssetsTaxCreditCarryforwards","TER"
NA,"2022-12-31",5856000,"0001193125-23-044711",2022,"FY","10-K","2023-02-22","CY2022Q4I","DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsCompensatedAbsences","TER"
NA,"2022-12-31",21335000,"0001193125-23-044711",2022,"FY","10-K","2023-02-22","CY2022Q4I","DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsPensions","TER"
NA,"2022-12-31",6578000,"0001193125-23-044711",2022,"FY","10-K","2023-02-22","CY2022Q4I","DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsShareBasedCompensationCost","TER"
NA,"2022-12-31",30747000,"0001193125-23-044711",2022,"FY","10-K","2023-02-22","CY2022Q4I","DeferredTaxAssetsTaxDeferredExpenseReservesAndAccruals","TER"
NA,"2022-12-31",3292000,"0001193125-23-044711",2022,"FY","10-K","2023-02-22","CY2022Q4I","DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsImpairmentLosses","TER"
NA,"2022-12-31",103807000,"0001193125-23-044711",2022,"FY","10-K","2023-02-22","CY2022Q4I","DeferredTaxAssetsValuationAllowance","TER"
NA,"2022-12-31",0,"0001193125-23-044711",2022,"FY","10-K","2023-02-22","CY2022Q4I","DeferredTaxLiabilitiesGoodwillAndIntangibleAssetsIntangibleAssets","TER"
NA,"2022-12-31",0,"0001193125-23-044711",2022,"FY","10-K","2023-02-22","CY2022Q4I","DeferredTaxLiabilitiesInvestments","TER"
NA,"2022-12-31",19078000,"0001193125-23-044711",2022,"FY","10-K","2023-02-22","CY2022Q4I","DeferredTaxLiabilitiesPropertyPlantAndEquipment","TER"
"2022-01-01","2022-12-31",25584000,"0001193125-23-044711",2022,"FY","10-K","2023-02-22","CY2022","DefinedBenefitPlanAmortizationOfGainsLosses","TER"
NA,"2022-12-31",11761000,"0001193125-23-044711",2022,"FY","10-K","2023-02-22","CY2022Q4I","DefinedBenefitPlanAssetsForPlanBenefitsNoncurrent","TER"
NA,"2022-12-31",113800000,"0001193125-23-044711",2022,"FY","10-K","2023-02-22","CY2022Q4I","DefinedBenefitPlanFairValueOfPlanAssets","TER"
"2022-01-01","2022-12-31",0.25,"0001193125-23-044711",2022,"FY","10-K","2023-02-22","CY2022","DefinedContributionPlanEmployersMatchingContributionAnnualVestingPercentage","TER"
"2022-01-01","2022-12-31",90763000,"0001193125-23-044711",2022,"FY","10-K","2023-02-22","CY2022","Depreciation","TER"
"2022-01-01","2022-12-31",110675000,"0001193125-23-044711",2022,"FY","10-K","2023-02-22","CY2022","DepreciationDepletionAndAmortization","TER"
NA,"2022-12-31",2900000,"0001193125-23-044711",2022,"FY","10-K","2023-02-22","CY2022Q4I","DerivativeAssetNotionalAmount","TER"
NA,"2022-12-31",-4129000,"0001193125-23-044711",2022,"FY","10-K","2023-02-22","CY2022Q4I","DerivativeAssetsLiabilitiesAtFairValueNet","TER"
"2022-01-01","2022-12-31",69763000,"0001193125-23-044711",2022,"FY","10-K","2023-02-22","CY2022","DividendsCash","TER"
"2022-01-01","2022-12-31",4.52,"0001193125-23-044711",2022,"FY","10-K","2023-02-22","CY2022","EarningsPerShareBasic","TER"
"2022-01-01","2022-12-31",4.22,"0001193125-23-044711",2022,"FY","10-K","2023-02-22","CY2022","EarningsPerShareDiluted","TER"
"2022-01-01","2022-12-31",0.149,"0001193125-23-044711",2022,"FY","10-K","2023-02-22","CY2022","EffectiveIncomeTaxRateContinuingOperations","TER"
"2022-01-01","2022-12-31",0.21,"0001193125-23-044711",2022,"FY","10-K","2023-02-22","CY2022","EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate","TER"
"2022-01-01","2022-12-31",-0.019,"0001193125-23-044711",2022,"FY","10-K","2023-02-22","CY2022","EffectiveIncomeTaxRateReconciliationForeignIncomeTaxRateDifferential","TER"
"2022-01-01","2022-12-31",0.013,"0001193125-23-044711",2022,"FY","10-K","2023-02-22","CY2022","EffectiveIncomeTaxRateReconciliationNondeductibleExpenseShareBasedCompensationCost","TER"
"2022-01-01","2022-12-31",0.004,"0001193125-23-044711",2022,"FY","10-K","2023-02-22","CY2022","EffectiveIncomeTaxRateReconciliationOtherAdjustments","TER"
"2022-01-01","2022-12-31",-0.001,"0001193125-23-044711",2022,"FY","10-K","2023-02-22","CY2022","EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes","TER"
"2022-01-01","2022-12-31",0.01,"0001193125-23-044711",2022,"FY","10-K","2023-02-22","CY2022","EffectiveIncomeTaxRateReconciliationTaxCreditsForeign","TER"
"2022-01-01","2022-12-31",0.018,"0001193125-23-044711",2022,"FY","10-K","2023-02-22","CY2022","EffectiveIncomeTaxRateReconciliationTaxCreditsResearch","TER"
NA,"2022-12-31",212266000,"0001193125-23-044711",2022,"FY","10-K","2023-02-22","CY2022Q4I","EmployeeRelatedLiabilitiesCurrent","TER"
NA,"2022-12-31",61100000,"0001193125-23-044711",2022,"FY","10-K","2023-02-22","CY2022Q4I","EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognized","TER"
"2022-01-01","2022-12-31",11493000,"0001193125-23-044711",2022,"FY","10-K","2023-02-22","CY2022","EmployeeServiceShareBasedCompensationTaxBenefitFromCompensationExpense","TER"
NA,"2022-12-31",56180000,"0001193125-23-044711",2022,"FY","10-K","2023-02-22","CY2022Q4I","ExtendedProductWarrantyAccrual","TER"
"2022-01-01","2022-12-31",41674000,"0001193125-23-044711",2022,"FY","10-K","2023-02-22","CY2022","ExtendedProductWarrantyAccrualPayments","TER"
"2022-01-01","2022-12-31",56200000,"0001193125-23-044711",2022,"FY","10-K","2023-02-22","CY2022","ExtendedProductWarrantyAccrualPeriodIncreaseDecrease","TER"
"2022-01-01","2022-12-31",33686000,"0001193125-23-044711",2022,"FY","10-K","2023-02-22","CY2022","ExtendedProductWarrantyAccrualWarrantiesIssued","TER"
"2022-01-01","2022-12-31",0,"0001193125-23-044711",2022,"FY","10-K","2023-02-22","CY2022","FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisLiabilityGainLossIncludedInEarnings","TER"
NA,"2022-12-31",0,"0001193125-23-044711",2022,"FY","10-K","2023-02-22","CY2022Q4I","FairValueMeasurementWithUnobservableInputsReconciliationsRecurringBasisLiabilityValue","TER"
NA,"2022-12-31",-327324000,"0001193125-23-044711",2022,"FY","10-K","2023-02-22","CY2022Q4I","FiniteLivedIntangibleAssetsAccumulatedAmortization","TER"
NA,"2022-12-31",1402000,"0001193125-23-044711",2022,"FY","10-K","2023-02-22","CY2022Q4I","FiniteLivedIntangibleAssetsAmortizationExpenseAfterYearFive","TER"
NA,"2022-12-31",18835000,"0001193125-23-044711",2022,"FY","10-K","2023-02-22","CY2022Q4I","FiniteLivedIntangibleAssetsAmortizationExpenseNextTwelveMonths","TER"
NA,"2022-12-31",1134000,"0001193125-23-044711",2022,"FY","10-K","2023-02-22","CY2022Q4I","FiniteLivedIntangibleAssetsAmortizationExpenseYearFive","TER"
NA,"2022-12-31",2350000,"0001193125-23-044711",2022,"FY","10-K","2023-02-22","CY2022Q4I","FiniteLivedIntangibleAssetsAmortizationExpenseYearFour","TER"
NA,"2022-12-31",11230000,"0001193125-23-044711",2022,"FY","10-K","2023-02-22","CY2022Q4I","FiniteLivedIntangibleAssetsAmortizationExpenseYearThree","TER"
NA,"2022-12-31",18527000,"0001193125-23-044711",2022,"FY","10-K","2023-02-22","CY2022Q4I","FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo","TER"
"2022-01-01","2022-12-31",-7291000,"0001193125-23-044711",2022,"FY","10-K","2023-02-22","CY2022","FiniteLivedIntangibleAssetsForeignCurrencyTranslationGainLoss","TER"
NA,"2022-12-31",388093000,"0001193125-23-044711",2022,"FY","10-K","2023-02-22","CY2022Q4I","FiniteLivedIntangibleAssetsGross","TER"
NA,"2022-12-31",53478000,"0001193125-23-044711",2022,"FY","10-K","2023-02-22","CY2022Q4I","FiniteLivedIntangibleAssetsNet","TER"
"2022-01-01","2022-12-31",10800000,"0001193125-23-044711",2022,"FY","10-K","2023-02-22","CY2022","ForeignCurrencyTransactionGainLossUnrealized","TER"
NA,"2022-12-31",29929000,"0001193125-23-044711",2022,"FY","10-K","2023-02-22","CY2022Q4I","FurnitureAndFixturesGross","TER"
"2022-01-01","2022-12-31",-9985000,"0001193125-23-044711",2022,"FY","10-K","2023-02-22","CY2022","GainLossOnSaleOfInvestments","TER"
NA,"2022-12-31",403195000,"0001193125-23-044711",2022,"FY","10-K","2023-02-22","CY2022Q4I","Goodwill","TER"
NA,"2022-12-31",1165761000,"0001193125-23-044711",2022,"FY","10-K","2023-02-22","CY2022Q4I","GoodwillGross","TER"
NA,"2022-12-31",762566000,"0001193125-23-044711",2022,"FY","10-K","2023-02-22","CY2022Q4I","GoodwillImpairedAccumulatedImpairmentLoss","TER"
"2022-10-03","2022-12-31",0,"0001193125-23-044711",2022,"FY","10-K","2023-02-22","CY2022Q4","GoodwillImpairmentLoss","TER"
"2022-01-01","2022-12-31",1867151000,"0001193125-23-044711",2022,"FY","10-K","2023-02-22","CY2022","GrossProfit","TER"
"2022-01-01","2022-12-31",1600000,"0001193125-23-044711",2022,"FY","10-K","2023-02-22","CY2022","ImpairmentOfIntangibleAssetsFinitelived","TER"
"2022-01-01","2022-12-31",385968000,"0001193125-23-044711",2022,"FY","10-K","2023-02-22","CY2022","IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic","TER"
"2022-01-01","2022-12-31",840385000,"0001193125-23-044711",2022,"FY","10-K","2023-02-22","CY2022","IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest","TER"
"2022-01-01","2022-12-31",454417000,"0001193125-23-044711",2022,"FY","10-K","2023-02-22","CY2022","IncomeLossFromContinuingOperationsBeforeIncomeTaxesForeign","TER"
"2022-01-01","2022-12-31",1e+05,"0001193125-23-044711",2022,"FY","10-K","2023-02-22","CY2022","IncomeTaxExaminationPenaltiesAndInterestExpense","TER"
"2022-01-01","2022-12-31",124884000,"0001193125-23-044711",2022,"FY","10-K","2023-02-22","CY2022","IncomeTaxExpenseBenefit","TER"
"2022-01-01","2022-12-31",193246000,"0001193125-23-044711",2022,"FY","10-K","2023-02-22","CY2022","IncomeTaxesPaidNet","TER"
"2022-01-01","2022-12-31",0.18,"0001193125-23-044711",2022,"FY","10-K","2023-02-22","CY2022","IncomeTaxHolidayIncomeTaxBenefitsPerShare","TER"
"2022-01-01","2022-12-31",1.6e+07,"0001193125-23-044711",2022,"FY","10-K","2023-02-22","CY2022","IncomeTaxReconciliationTaxHolidays","TER"
"2022-01-01","2022-12-31",-60507000,"0001193125-23-044711",2022,"FY","10-K","2023-02-22","CY2022","IncreaseDecreaseInAccountsPayableAndOtherOperatingLiabilities","TER"
"2022-01-01","2022-12-31",-50628000,"0001193125-23-044711",2022,"FY","10-K","2023-02-22","CY2022","IncreaseDecreaseInAccountsReceivable","TER"
"2022-01-01","2022-12-31",-6233000,"0001193125-23-044711",2022,"FY","10-K","2023-02-22","CY2022","IncreaseDecreaseInContractWithCustomerLiability","TER"
"2022-01-01","2022-12-31",-29834000,"0001193125-23-044711",2022,"FY","10-K","2023-02-22","CY2022","IncreaseDecreaseInIncomeTaxes","TER"
"2022-01-01","2022-12-31",80809000,"0001193125-23-044711",2022,"FY","10-K","2023-02-22","CY2022","IncreaseDecreaseInInventories","TER"
"2022-01-01","2022-12-31",-5116000,"0001193125-23-044711",2022,"FY","10-K","2023-02-22","CY2022","IncreaseDecreaseInPensionAndPostretirementObligations","TER"
"2022-01-01","2022-12-31",140713000,"0001193125-23-044711",2022,"FY","10-K","2023-02-22","CY2022","IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets","TER"
"2022-01-01","2022-12-31",8806000,"0001193125-23-044711",2022,"FY","10-K","2023-02-22","CY2022","IncrementalCommonSharesAttributableToCallOptionsAndWarrants","TER"
"2022-01-01","2022-12-31",1763000,"0001193125-23-044711",2022,"FY","10-K","2023-02-22","CY2022","IncrementalCommonSharesAttributableToConversionOfDebtSecurities","TER"
"2022-01-01","2022-12-31",22000,"0001193125-23-044711",2022,"FY","10-K","2023-02-22","CY2022","IncrementalCommonSharesAttributableToEquityUnitPurchaseAgreements","TER"
NA,"2022-12-31",53478000,"0001193125-23-044711",2022,"FY","10-K","2023-02-22","CY2022Q4I","IntangibleAssetsNetExcludingGoodwill","TER"
"2022-01-01","2022-12-31",3719000,"0001193125-23-044711",2022,"FY","10-K","2023-02-22","CY2022","InterestExpense","TER"
"2022-01-01","2022-12-31",941000,"0001193125-23-044711",2022,"FY","10-K","2023-02-22","CY2022","InterestExpenseDebt","TER"
"2022-01-01","2022-12-31",1498000,"0001193125-23-044711",2022,"FY","10-K","2023-02-22","CY2022","InterestPaidNet","TER"
NA,"2022-12-31",30972000,"0001193125-23-044711",2022,"FY","10-K","2023-02-22","CY2022Q4I","InventoryFinishedGoodsNetOfReserves","TER"
NA,"2022-12-31",325019000,"0001193125-23-044711",2022,"FY","10-K","2023-02-22","CY2022Q4I","InventoryNet","TER"
NA,"2022-12-31",256065000,"0001193125-23-044711",2022,"FY","10-K","2023-02-22","CY2022Q4I","InventoryRawMaterialsNetOfReserves","TER"
NA,"2022-12-31",136800000,"0001193125-23-044711",2022,"FY","10-K","2023-02-22","CY2022Q4I","InventoryValuationReserves","TER"
NA,"2022-12-31",37982000,"0001193125-23-044711",2022,"FY","10-K","2023-02-22","CY2022Q4I","InventoryWorkInProcessNetOfReserves","TER"
"2022-01-01","2022-12-31",31452000,"0001193125-23-044711",2022,"FY","10-K","2023-02-22","CY2022","InventoryWriteDown","TER"
"2022-01-01","2022-12-31",6379000,"0001193125-23-044711",2022,"FY","10-K","2023-02-22","CY2022","InvestmentIncomeInterest","TER"
NA,"2022-12-31",18481000,"0001193125-23-044711",2022,"FY","10-K","2023-02-22","CY2022Q4I","Land","TER"
"2022-01-01","2022-12-31",40100000,"0001193125-23-044711",2022,"FY","10-K","2023-02-22","CY2022","LeaseCost","TER"
NA,"2022-12-31",64631000,"0001193125-23-044711",2022,"FY","10-K","2023-02-22","CY2022Q4I","LeaseholdImprovementsGross","TER"
NA,"2022-12-31",90382000,"0001193125-23-044711",2022,"FY","10-K","2023-02-22","CY2022Q4I","LesseeOperatingLeaseLiabilityPaymentsDue","TER"
NA,"2022-12-31",17963000,"0001193125-23-044711",2022,"FY","10-K","2023-02-22","CY2022Q4I","LesseeOperatingLeaseLiabilityPaymentsDueAfterYearFive","TER"
NA,"2022-12-31",20120000,"0001193125-23-044711",2022,"FY","10-K","2023-02-22","CY2022Q4I","LesseeOperatingLeaseLiabilityPaymentsDueNextTwelveMonths","TER"
NA,"2022-12-31",8117000,"0001193125-23-044711",2022,"FY","10-K","2023-02-22","CY2022Q4I","LesseeOperatingLeaseLiabilityPaymentsDueYearFive","TER"
NA,"2022-12-31",10635000,"0001193125-23-044711",2022,"FY","10-K","2023-02-22","CY2022Q4I","LesseeOperatingLeaseLiabilityPaymentsDueYearFour","TER"
NA,"2022-12-31",15308000,"0001193125-23-044711",2022,"FY","10-K","2023-02-22","CY2022Q4I","LesseeOperatingLeaseLiabilityPaymentsDueYearThree","TER"
NA,"2022-12-31",18239000,"0001193125-23-044711",2022,"FY","10-K","2023-02-22","CY2022Q4I","LesseeOperatingLeaseLiabilityPaymentsDueYearTwo","TER"
NA,"2022-12-31",7612000,"0001193125-23-044711",2022,"FY","10-K","2023-02-22","CY2022Q4I","LesseeOperatingLeaseLiabilityUndiscountedExcessAmount","TER"
